date,time,company,title,url
2026-02-11,02:10,エアークローゼット,エアークローゼットが国内最大級の婚活サービスIBJと、パーソナルスタイリングによる婚活支援で協業を開始,https://prtimes.jp/main/html/rd/p/000000264.000011623.html
2026-02-11,02:10,サンユインダストリアル,サンユインダストリアル、イタリア拠点に「multibook」導入で月末集計作業を約80％削減,https://prtimes.jp/main/html/rd/p/000000245.000015843.html
2026-02-11,02:10,Aivon Ltd.,Aivon Ltd.の極低温測定機器を日本市場へ正式提供開始 - 研究開発現場の精度・効率向上を支援！,https://prtimes.jp/main/html/rd/p/000000038.000097250.html
2026-02-11,02:10,CommerceXホールディングス,CommerceXホールディングス、食品ロス削減ショップ「ecoeat」運営の株式会社グッディアをM&Aで経営統合,https://prtimes.jp/main/html/rd/p/000000004.000171108.html
2026-02-11,02:10,決裁者マッチング支援,決裁者マッチング支援のオンリーストーリー、業界1社限定で支援する最上位プラン「VIPプラン」を新たに提供開始！　株式会社コミクス様が第一号のお客様に！,https://prtimes.jp/main/html/rd/p/000000397.000015335.html
2026-02-11,02:10,Channel Corporationと,Channel CorporationとZETA、生成AI領域における業務提携および「チャネルトーク」と「ZETA CXシリーズ」のサービス連携を開始,https://prtimes.jp/main/html/rd/p/000000146.000029184.html
2026-02-11,02:10,建設DX  2026年2月10日 大型ダ,【建設DX】【2026年2月10日】大型ダンプマッチングサービス「Dumps（ダンプス）」 βテスト版をローンチしました。,https://prtimes.jp/main/html/rd/p/000000002.000177699.html
2026-02-11,02:10,社内,社内の「質問できない」を仕組みで解決。AIエージェント「GenAi WorkAgent」提供開始,https://prtimes.jp/main/html/rd/p/000000015.000118664.html
2026-02-11,02:10,うち,「うちの宿にロボットを導入したら、こう変わった！」～宿泊施設のリアルな導入事例と費用を解説するセミナーを開催します！～,https://prtimes.jp/main/html/rd/p/000006445.000052467.html
2026-02-11,02:10,TAIMATSU株式会社,TAIMATSU株式会社、東京活動写真を「TAIMATSU STUDIO株式会社」として子会社に迎え新たな事業展開へ,https://prtimes.jp/main/html/rd/p/000000023.000155812.html
2026-02-11,02:10,ロードサイド飲食店業界初※デジタルサイネ,ロードサイド飲食店業界初※デジタルサイネージによる渋滞解決ソリューションを導入,https://prtimes.jp/main/html/rd/p/000000001.000177521.html
2026-02-11,02:10,M&A支援ノウハウをまとめた 事業承継『,M&A支援ノウハウをまとめた「事業承継『M&A』支援教材（上級編）」の動画配信を開始,https://prtimes.jp/main/html/rd/p/000001854.000021609.html
2026-02-11,02:10,BEYOND AGE,BEYOND AGE、フードロス解決を目指す「うちのや株式会社」へ出資を実施,https://prtimes.jp/main/html/rd/p/000000021.000129363.html
2026-02-11,02:10,士業,士業の専門性と価値を「人材シェア」で最大化する,https://prtimes.jp/main/html/rd/p/000000011.000153661.html
2026-02-11,02:10,参加募集中  2/18(水) 映画業界 ,【参加募集中】 2/18(水)「映画業界」攻略セミナー（VIPOアカデミー「業界研究ベーシックコース」単発受講）開催,https://prtimes.jp/main/html/rd/p/000000234.000103029.html
2026-02-11,02:10,開催報告 約160名,【開催報告】約160名が集結、2026年 賀詞交歓会を開催海外拠点・新プロジェクト発表で次なる連携,https://prtimes.jp/main/html/rd/p/000000012.000161515.html
2026-02-11,02:10,起業プラザひょうご姫路 × 01Boos,起業プラザひょうご姫路 × 01Booster、地域中小企業向け新規事業セミナーを姫路で開催― 地域中小企業向け「新規事業・オープンイノベーション」の考え方を解説 - 時事ドットコム,https://news.google.com/rss/articles/CBMia0FVX3lxTE9PRElsanVuRElSLXZBUGF4S3dUb0x3dEdyMVA2MW9ucV9MNkV5dUFWbktWU0FtZlZmc0RiakpUVmNSYUM0YWxTV2J1am1pbDZoOE9IaW5WVFFvSlR4WUUwQV9fNEduTm5PR1FF?oc=5
2026-02-11,02:10,事業開発を“物語”で学ぶ研修  フューチ,事業開発を“物語”で学ぶ研修 「フューチャー・ストーリー」を法人向けに提供開始。 無料体験会を11月開催 - newscast.jp,https://news.google.com/rss/articles/CBMiT0FVX3lxTE0xUFgtZEN5dEs1WFQtUUpKZnBOcG5WVWhFVWlrZXdMbTNlTURwUVFpR1EyV0NhY1UwR3JnUVhHalp2VTJVeS1zRDdLcU5kMDQ?oc=5
2026-02-11,02:10,法人向け新規事業開始意欲分析AIエージェ,法人向け新規事業開始意欲分析AIエージェント「Metareal ビズスタート(Metareal BZ)」プレミアムプラン10/21提供開始 - PR TIMES,https://news.google.com/rss/articles/CBMiakFVX3lxTE1TWk15ZXJWblBLSE9sbU1tM05xNEpBNDA3amlUbFJGcTVHZFJYa1ljYjRfdEJFLTdUOWtsTzN4Wjc3dWFyZkloV0todDh4Mk1lcW1FdVozMU83a3lia04yYmhsb0dNeWRPblE?oc=5
2026-02-11,02:10,おいしいを大切にしてきた創業124年,おいしいを大切にしてきた創業124年の新宿中村屋が届ける新規事業法人向けオフィス常設型の社食サービス「Office Stand By You」～2025年11月本格提供開始～ - PR TIMES,https://news.google.com/rss/articles/CBMiakFVX3lxTE9fZS00LVUxMFZrZE92N1RWMGxhXzNxNnFMZHlDcGE4eXJBdm0wU19Dd0c4RVdQSUxJXzlyOXFIekRiLWhHLUNRbHlBMlJ6TkduSjVYaXpvMXF0cjdZNEc2UEdqZ05rZC1KUWc?oc=5
2026-02-11,02:10,事業者向けプレミアムビジネス講座Edge,事業者向けプレミアムビジネス講座Edge「CEATEC 2025」に出展 〜テレビ局発、新規事業を「学び」「生み出し」「育て」「広げる」プラットフォーム〜 | 東海テレビ放送株式会社のプレスリリース - PR TIMES,https://news.google.com/rss/articles/CBMiakFVX3lxTFBXT1FwdVNBYzEtZmRfY3FPT3F2bXN6dkl3VW5YWnozYjFDRnQ1amNZX1B3enYwTF84cFNyVm5rd2pBWHVRcGk4TWdUQlhwb0UwTmp5WGRncnd6c181a3hFTTBqTXBXV0hvc1E?oc=5
2026-02-11,02:10,新規事業を生み出す鍵 東海テレビプレミア,【新規事業を生み出す鍵】東海テレビプレミアムビジネススクール「Edge」TECH BEAT Shizuoka 2025に出展決定！〜テレビ局発の新規事業支援プログラムが静岡での共創の場に登場〜 | 東海テレビ放送株式会社のプレスリリース - PR TIMES,https://news.google.com/rss/articles/CBMiakFVX3lxTFBESzh6b24zWXVaVGVOcGVZekVHZlhSZFhXcldmVDVGWkw3Wk5CdFdUZkExb3VESDhjcUN3LXNvLWRod0VteW1Gek1UbHBRRVVUOW5jbWFnZE5MekQ3VExvemR2Q244Y0pqUlE?oc=5
2026-02-11,02:10,株式会社YOUTRUST,株式会社YOUTRUST、労働生産性を上げる2つの企業向け新ソリューションを提供開始 - PR TIMES,https://news.google.com/rss/articles/CBMiakFVX3lxTE1meXZFY01URHhUTVZVZHp4TDNFQldmQ1RBSTZLR3lUeGhPdDYxYUxfbG5xU0w2UXBYXzd1ZjBaN2RmaUZYQjkwaTZzMm5RUUxRenlIRzZwOUt4WTlqUXZvX2pKMUdIaEFNVmc?oc=5
2026-02-11,02:10,ジーズ,ジーズの法人向け新プログラム「DX推進リーダー養成講座」を提供開始 - PR TIMES,https://news.google.com/rss/articles/CBMiakFVX3lxTFA1Q2dJOW9iM2xYenpuWl96NzQyWjlrZ1NickIyNElxamV2aXlXNWdRUTQ5czlzMnFOUlhsc2E4ZXpCeDhCZjh3T2dRYmh2eXBxQVl4emI4T0pOWFdka21WWjJUZVRQbktVT2c?oc=5
2026-02-11,02:10,新規事業担当者必見 東海テレビプレミアム,【新規事業担当者必見】東海テレビプレミアムビジネス講座「Edge」がNAGOYA CONNÉCTとコラボ！—メディア×新規事業の未来を語る - PR TIMES,https://news.google.com/rss/articles/CBMiakFVX3lxTFBDYnpKTm13SS13OVNuZXBoZ2xPcjVJTWpLRlJ3QUxoSk14SkFOeVlvLW56RDZIcmhEdzdPM21oVHdxaHQxWUJjeU5UMmdXckFxejRQOERQdXkxOFdKZmxHM2NDdHBnNmF4bWc?oc=5
2026-02-11,02:10,新事業へ,新事業への投資を最大9000万円補助する「中小企業新事業進出補助金」とは？ - ネットショップ担当者フォーラム,https://news.google.com/rss/articles/CBMiUkFVX3lxTFA3cS13TlJXRkVQaEJOUWdBdXFGME5JMzVlM0RWc1dqUExuS0F6UEs0dUVUdm84QU9kMlZ2OFFnR04zMzEySW1NU1l5dlhMa2JnSFE?oc=5
2026-02-11,02:10,JCBとマネーフォワードエックス,JCBとマネーフォワードエックス、金融機関の法人顧客向け新規事業共創を開始 - 株式会社マネーフォワード,https://news.google.com/rss/articles/CBMie0FVX3lxTE54WE9LSnAtQVFhUFhRZDJocW5oMkk4NHFhYTlCMjZLSnFsN0VkOUxvanVkWXBzczh6U2FoenY2dDV0LWJrRk5feHdYRlFPYWRMZ25aMEpSdUN0TUpsWXJiZjRrQzI5NHhscERHLWpvWmcxRmxBZjJLUHNLaw?oc=5
2026-02-11,02:10,JCB,JCB、オリコ、マネーフォワードエックスが法人向け事業で業務提携 - 株式会社マネーフォワード,https://news.google.com/rss/articles/CBMie0FVX3lxTE9JOVVGSUxqLURFS0dNOGtnelBkOFNZY1NHTERHUndCU2dPY1l2M2lFQXpUcU1wV2RQSUFuN1JSSXZxcnF3d0dZOE9VVjlicEpVZDlLS3pVLXpjUnVPVmgxX0NrcWFIdmdWSW1OY25nNE13Nzl4bVd3eG9acw?oc=5
2026-02-11,02:10,法人向け新規事業として,法人向け新規事業としての軽貨物事業の市場分析と将来性｜川上絢一郎 - mbp-japan.com,https://news.google.com/rss/articles/CBMiakFVX3lxTE5ZTHNUSWgxSmJKWVNqQ2VHamVOdldjRmltQ1N1aElCZTMxUnY2ZGtybUpoalFPaVcwbHk3c2RIUXE3TXM0emNMRlRJRE5BdGxiQVh4QjJzRU05dnItbGpTQUhRZXVIT2F0dXc?oc=5
2026-02-11,02:10,SHIFT AI 法人向け新サービス マ,SHIFT AI 法人向け新サービス【マーケティングコース】2025年3月4日より提供開始 - PR TIMES,https://news.google.com/rss/articles/CBMiakFVX3lxTFBnNjM2Q1BvekRGUkxHV0t1ZFRObWlPMWJRUVZEa0U1NzZrQXJ5b2VNcHdZUGs1NWNfYjFETkxSTlRCSDFJNHFONG9nTEJsVFJtdmpzUE1fYS1qUUhMamJUQmRmRVQ0RTRUamc?oc=5
2026-02-11,02:10,法人向け新規事業 体験価値創造支援サービ,法人向け新規事業 体験価値創造支援サービス 「PLUS BUTTON LABO」始動 東急リゾーツ＆ステイ「ホテルタングラム」と体験型客室「DREAM SWEETS HOME」を共創 ｜ 2022年 ｜ ニュースリリース - 森永製菓株式会社,https://news.google.com/rss/articles/CBMic0FVX3lxTFB3aXNfbUN2aWM4c18yeEQ2V3FlbW85aGQ1SkRDYzlFZ1RSdFVDblNfNjRkTXdHc041OV9KX0paR05aUVlYQ2ZwbnNJWVUzcWZJcUhTdWRPTTJpWmQ4TFVueC1jYjV1amh4OFpTMXlKS1pDejA?oc=5
2026-02-11,02:10,起業を応援する日 独立・起業支援,【起業を応援する日】独立・起業支援のアントレが新サービス開始 中小企業向け新規事業開発のスポットコンサル - PR TIMES,https://news.google.com/rss/articles/CBMiakFVX3lxTE1taGNDWHFMUm9NNTNHSUxIQVlLY014R09zdzZNVWNRVTI4dHNDdjNzREY2N2NZOWRCNVc1ZnRtenN4ekhIVWQxUWZsWmpuZkFBOUxZQjI4VFU0aXJwNUcya20yMnBuUDhsQkE?oc=5
2026-02-11,02:10,新規事業創出を加速させるプラットフォーム,【新規事業創出を加速させるプラットフォーム】東海テレビプレミアムビジネス講座「Edge」第3期申込受付中。 - PR TIMES,https://news.google.com/rss/articles/CBMiakFVX3lxTFAtRE5DRmQ0WnkwT09SaDJnTDdId21xVlRTZzJmNFNRS05sb3E0NkpsRk5qU2QwMzFtUUlsWXlSU2hCM2UydUM0bmo4bEswWDFYYVBFYm1LUFhYZWZIT1JiNm1oRTVWdDBfNHc?oc=5
2026-02-11,02:10,新規事業開発からサービス実装まで統合した,新規事業開発からサービス実装まで統合した法人向けの新たなソリューションサービスを提供開始 - Sony,https://news.google.com/rss/articles/CBMiakFVX3lxTE40MUVJcU9EdFV1MENNYlVLMGVHVWFTdjY1VWoyZVY4clZndTFiZnE0LURlNXBLelllOEg4TUdVSFFIZC1PQ1cxaTI1M1pfbnlSb0tnT241cFNvNXJwOG1KQUM5QVJuRUVEdHc?oc=5
2026-02-11,02:10,[令和7年度新規事業！]千葉市中小企業者,[令和7年度新規事業！]千葉市中小企業者採用活動支援補助金 - city.chiba.jp,https://news.google.com/rss/articles/CBMiowFBVV95cUxPSVByRE8xZEVpejB0V2g5STdST2hYYWJKMXM0WkRaeUp2MVV4S2J3aFpHMWNJbUhNMlpQdWwtZ08yRFFFOXZ1YW45endkNGFzN0N0ZC1acHVRc0RnRXNOSEI3Mk5TV1B1bXFOUG5LbVp3SkVNT3p0Ui1vRG1QUDdqWko4WjNJS3MxbVdlM1FwbktwVml3cldHRU5CeFR1emFaa1ZJ?oc=5
2026-02-11,02:10,タンプ,タンプ、総額約10億円の資金調達実施。法人向け新規事業および大丸松坂屋百貨店との協業を開始 - PR TIMES,https://news.google.com/rss/articles/CBMiakFVX3lxTFB4dHBBblhraW9ESFczZWtET3JXNElGREk5Y1lEQjd5YmpUZFo0YjM0ZmR5clFwaDJ0S2RBZEQwUkE3NXZwTFhWZm55YklZemp2TnlhMDZNV2Y0RDk1MUtuQUVkZFRQSU04a1E?oc=5
2026-02-11,02:10,ソニーグループ,ソニーグループが総力を上げ新規事業をサポート--開発から実装までバックアップ - CNET Japan,https://news.google.com/rss/articles/CBMiUkFVX3lxTE5hanRMQ2lvVk5DSlM1ZU9aY1lkaFJtM0lUX1dtWU5EMVoydGZxVURNUnNwVUxEZXNSUEt4YmdFU0JqZVdRRXl2Qmd5cHNkVFZsWXc?oc=5
2026-02-11,02:10,JTB,JTB、新事業『UniTri～ゆにとり～®』を開始、誰ひとり取り残さない“本当の多様性社会”の実現へ、株式会社JTBとジャパンラーニング株式会社で共同開発した『ゆにとり研修プログラム』販売開始 - PR TIMES,https://news.google.com/rss/articles/CBMiakFVX3lxTE5KSnJGQUllMHFvYnUzT2dGUk5BMkZxWkNDY2E5czBmUVMzcVd1RHg2YW9YLXZCR3dpUjhXekdrdFBlQkh5MElVdDhHLW01TnBLWEhienRTeFNPWEF6RFViQWN5TzJLRV9ZMnc?oc=5
2026-02-11,02:10,12月3日12:00／19:00 法人,【12月3日12:00／19:00】法人の新規事業やクロスセル商材におすすめ。今注目の通信事業に関する代理店制度を３０分で解説する無料セミナーを開催します。 - PR TIMES,https://news.google.com/rss/articles/CBMiakFVX3lxTFBzcEszT2YwdTBBTENDay03T0lrekdJSHdJMUs2b1o2Y3A1dWhuV2s4N2FOWEx1NnlhQS1BSmwwYUpmdFBESm1pR0tNTjc1c1ZCdDhSbXlTMHk1S09CZE5peUllZFJKVm5Danc?oc=5
2026-02-11,02:10,企業,企業の新商品企画・開発を支援する「Makuake Incubation Studio」が、中小企業向けのサポートメニューを提供開始〜ライトアップとの協業により、リスキリング関連の助成金活用も支援〜 - makuake.co.jp,https://news.google.com/rss/articles/CBMiRkFVX3lxTFBrQlduOVlMWHNtZDJRNmRUTHB3MmY1MDhkRy1xNk50QTFhc0V2R3loeDFhVXlreVBMSk9JTmR3bk1kMzZiclE?oc=5
2026-02-11,02:10,生成ＡＩインフラサービス,生成ＡＩインフラサービスの新規事業創出に向けた業務提携について～ＧＰＵの計算力提供を通じて生成ＡＩによるＤＸを加速～ - PR TIMES,https://news.google.com/rss/articles/CBMiakFVX3lxTE1KWFR4N08wWUtpOFNVaWF1ZTUzTEFLc2swQ1dIeUhDTnpQODFWNldIcGFZa1FxUVNMMVltaXJKWFlJZFBCdkJxamM2RU5PTkRqTnpqVGg1MUxSajR4NVBTOW5JNGZaVHhIZUE?oc=5
2026-02-11,02:10,業界初 宇宙ビジネスに関する法人研修サー,業界初「宇宙ビジネスに関する法人研修サービス」を提供開始 ～宇宙産業市場100兆円時代に向け企業の新規参入を促進、勉強会から事業化までを一気通貫で支援～ - PR TIMES,https://news.google.com/rss/articles/CBMiakFVX3lxTFAxU1ZCSlBuMHU0WkI5LTI0SVVFOV9vV1RjcWtkYmJXVDVhb0lsazIwTk10MUhMaUhGSU1HbE9Oa1B0UVBSUk1GVmxRT0ZVZGpsZFV3ajlydlh3cXY2VFptMTA0UG10ZmtLMkE?oc=5
2026-02-11,02:10,法人向け新規事業 体験価値創造支援サービ,法人向け新規事業 体験価値創造支援サービス「PLUS BUTTON LABO」始動 | 森永製菓株式会社のプレスリリース - PR TIMES,https://news.google.com/rss/articles/CBMiakFVX3lxTFAyT05MRmJUYkZjcDJ6b2NTV1AyMkFCUFNGdXFYMHpXbXJTRW4xUzN5QmtBNDNOcGdydHJjam00WkFNUXNULTctcE9WelBCRmp5NTA4X2gwQzhuSGpaSWswa3h0eDhuWVpiVnc?oc=5
2026-02-11,02:10,株式会社NewsPicks for Bu,株式会社NewsPicks for Businessを設立。法人向け事業展開を加速へ - PR TIMES,https://news.google.com/rss/articles/CBMiakFVX3lxTE81NkZiSWhwN240Smgxb0FzLXFnTjhjQkJPaTRTRWFsenBDT0FuUXp4TV9odjIwNnRhUG5hSlp6clhYNkd5b211Ym5qSlFIcl9ndGN3ZUo4dWJVeTFfdFlDaEpUYU1xSFZ1V3c?oc=5
2026-02-11,02:10,複合機から Kunkun body へ-,複合機から「Kunkun body」へ--コニカミノルタが大企業内で掴んだ新規事業開発のコツ - CNET Japan,https://news.google.com/rss/articles/CBMiUkFVX3lxTE5QTy1LbnlSZ0xFUEp1bUg1RUkwNWpKRm90S2dVX29OdlowWWRqODRBbW1KRTFtVURQTHVnUFk1REZLZXBzRFdDWW8zcUozUmJXd3c?oc=5
2026-02-11,02:10,WHILL社,WHILL社、法人向け新規事業「WHILLモビリティサービス」発表会を開催 - STRAIGHT PRESS,https://news.google.com/rss/articles/CBMidkFVX3lxTFAySUtwVkI4aC1yc2otdEZLdTNldkVBVzNMUzc0Unc0b0JySjBYZDhEck1hb1UtRjJfRU9fZnJCSXdlZTRwWGlsVENsT19uSG5vMGxjdW82cUZpTlJhbURteTJ4TmwzZklSSV9Rb2dTNGd3RXZzUUE?oc=5
2026-02-11,02:10,ソニー,ソニー、新規事業開発からサービス実装までの一連を支援するソリューションサービスを開始 - AIsmiley,https://news.google.com/rss/articles/CBMijAFBVV95cUxPMDlBVzFseVJyOGFVeUJobm9vbmRwYnhHZWs4RXBFTjRuT1dqa3FPVkhUVDM2ZC1HcjVqZ0pfOU1qbHRYZ043RXJhRHByVFhnaGxzX0VIbVp5Nms2cUM2bFM3WTdIamJGM2Q3elNEVUVMa1lsSllBSmYzQWhmb3l4TVNZTzR2RTJRdFBuWA?oc=5
2026-02-11,02:10,法人向けに 造花,法人向けに「造花のレンタル・販売」を開始 キングジムが文具納品販売を主ルートに新規事業 - PR TIMES,https://news.google.com/rss/articles/CBMiakFVX3lxTE1oMk15c28zLTVKQ0wwQmx4djZiOEZweUY1aUhGVFFBaHhiQXV6Y2VPNlpLYnFwMlgzaDJIeG1yNDdqOUx1ZC1HTFoxbnRLUjhRcjNaOUZibngtcVBFMzl5SjRYMGQ0NGNqLXc?oc=5
2026-02-11,02:10,一般消費者向け新規事業 quanp 立ち,一般消費者向け新規事業「quanp」立ち上げ、無数の小集団でチーム内の自発性喚起し開発 - 日経クロステック,https://news.google.com/rss/articles/CBMiakFVX3lxTE1EOGVsSE56WU5hdVBGX2J0YlhuM25UOENtQmxRZDVyc1cxbThDWUY4eHZQTmF2NGpkblBSWXJrUnF3c2dQaUZJMTRzcVhkNF9fTm4xSE1LazhLQ1VOTlRCU2hGdVNISmxEaFE?oc=5
2026-02-11,02:10,個人ベーカリー,個人ベーカリーの冷凍Biz活用モデルを拡大、BtoB展開を強化パンフォーユー、大阪・堺の「Pain de Singe」と提携 - PR TIMES,https://news.google.com/rss/articles/CBMiakFVX3lxTE4wR3QyNElla2lzZGZIQkpoX3o2YzJkVWxMcHdaTmd3RU12SFE3MXVGZWp6QWJOLU9BT2xsaEZvZUFQVHVGSC1WVXdrTVlFSmFteGtXRG9PM2JKa0RwMGlQUUpTTU81c2Foamc?oc=5
2026-02-11,02:10,バリュエンスジャパンおよび三井住友カード,"バリュエンスジャパンおよび三井住友カードと提携しBtoB決済サービス「Auction Pay」を提供開始 - Infcurion, Inc. - Infcurion",https://news.google.com/rss/articles/CBMiWEFVX3lxTE1iWFNqaXk5cEc5XzAwX0tBTndxb0h2d3BqcS1UejVNSTBiMmI3YnBNd0s3ODRXd1NEOENUTC0xTXhmYWRYN2FIZGNSVGxCSDVNY2RKUWR4UWU?oc=5
2026-02-11,02:10,全旅とネットスターズ,全旅とネットスターズが業務提携 宿泊施設のBtoB決済キャッシュレス化を推進 - LIGARE（リガーレ）,https://news.google.com/rss/articles/CBMiwgJBVV95cUxQQ0p0RGVvQ05PNHRadHRURndfUTlwUXBGM2dFdVJqQ0t3S0lTV21ia1hzZGppbFQ3MTIzWWtfcDk2X3pJQ21GM1ZmeW9pald2enpaVFlxT1UtSW1rVWFXalMzT0ZXTUVrMld1cEhSTlhjU3RUWHFiOXk3amg5M3ZOeWdKVW50a2FXNGFHWTA1SC1PazlLV2RsY0MwbFRSdVBOa04xQVdsZlJTZUNkNHdxQWpUZnIyMW4zZUpPdzNCZkFteW5WNXNFSmJpeXZjN1dKWVdLU0FKQy1XbmxmRzdRWnhTRG9aSDBXVnptNnpQTkd5cjdITEo1aDFFRXQ3dzB1SW1hUTdidWxZUUZEbjZPUHFTaHplbi02cVJacWJWQWhwUWtzM0psdzFUZm52cHZwZ1lhaDFGUDljUWtRb1Q4SnJ3?oc=5
2026-02-11,02:10,ゴルフ関連,ゴルフ関連のプロモーション・イベント事業等を手掛ける BtoBに強みを持つ株式会社プロモと資本業務提携 - newscast.jp,https://news.google.com/rss/articles/CBMiR0FVX3lxTE5oeW9tUFU3d0VzYlhfeGJvVkZ0Z18wb2xLNzV6cmxzT0RERTMydnhVNTAzLVdHRjVlMVYtcURPWXZQR2c1TlBj?oc=5
2026-02-11,02:10,AI Hack,AI Hack、ターゲットメディアとBtoBのAIO領域で業務提携を開始、提携に際し2月10日に共催セミナーを開催 - 時事ドットコム,https://news.google.com/rss/articles/CBMia0FVX3lxTE9pNk9TRmw4NklpUHMtWUkwazY5dzgydXVBWHlkcDVKWmJSYUxCVThQS0J3azBZdXhETlptdi03ZlhTYjhpZk9SaDk5ZldqblhMYlBxMnhqcUNUUXNObFVoWlBCNnNXMUN5N3pZ?oc=5
2026-02-11,02:10,インフキュリオン,インフキュリオン、ライフカードと提携し、BtoB決済サービス「まる投げPay by LIFECARD」の提供開始 - Digital PR Platform,https://news.google.com/rss/articles/CBMiQ0FVX3lxTE4tdHdxZHA4enFDMWw1UWUzSmYwMG1NUjBqamFXMTNCMDRhWnFxNm12TXN4R2hyZm1uUGVIc0dzRHFKVkk?oc=5
2026-02-11,02:10,新しい請求書カード払いサービス まる投げ,新しい請求書カード払いサービス「まる投げ Pay by LIFE CARD」をライフカードとインフキュリオンが提供開始 - ニュースメディアVOIX,https://news.google.com/rss/articles/CBMihAFBVV95cUxQSUg1OEthQWhWbDhjb0N0T3RUQjBMRWNqUVg1NWJxUjBpNjFJUnBzM05tZm1ZdTM3dEJpWkRhMEdXY2Y2QmVHWm10R0kwUUxTOG1PRmRGeDcyVnhPejBfRmstMGpoaXhvYnY5VERsTzVDclBndkp4X3NZUEFoNGJhZndFcmE?oc=5
2026-02-11,02:10,宿泊予約 Relux,宿泊予約「Relux」、BtoB流通のGDSセーバーと提携で、宿泊施設の世界市場へのアプローチ支援 - トラベルボイス,https://news.google.com/rss/articles/CBMiVEFVX3lxTFBGWFo4ODV2djQ2QVFNMTBHWDN3ZlFub0JSZ2N0aHVfWjhDcmwzaENHSG45SmNYaEpaRnlwSE1ZUkZ0TWZTMklLeFdzN0dNZDZ0SWM1WQ?oc=5
2026-02-11,02:10,デジタルマーケティングエージェンシーと提,"デジタルマーケティングエージェンシーと提携し、 BtoB決済サービス「ゆとりペイ Powered by Winvoice」の提供開始 - Infcurion, Inc. - Infcurion",https://news.google.com/rss/articles/CBMiWEFVX3lxTE43OWk2QUJLdzhPZjN3aXhFWlgzWjIzaGZ0T09fRGZLUm1DaHBUY1h0QWVYVzRmMmkyM0R4MjBBczFkd1BXbVNpSlRUWFlsTklma09kdXNZNzk?oc=5
2026-02-11,02:10,決済プラットフォームを提供するインフキュ,決済プラットフォームを提供するインフキュリオンとライフカードが提携 BtoB決済サービス「まる投げ Pay by LIFE CARD」の提供を開始 - PR TIMES,https://news.google.com/rss/articles/CBMiakFVX3lxTE12Wi10MzdPZ3VLRjVwcGpfbkw3dEFVVWJUODB5V21sRGNoR1Nsal9HMlFOUVhVYm9yOU9vNU9YOWx0N1hwNDQzUklHRzZJb0ZzS1oyc193TGtjM254ekdabXdaTWl4OWpDa1E?oc=5
